challenge_kind,challenge_label,domain_accepted,domain_reason,nearest_training_distance,usable_prediction,deuteron_energy_mev,target_distance_cm,beam_fwhm_mm,radial_offset_mm,target_radius_mm,baseline_n2n_per_h_per_uA,raw_model_output_n2n_per_h_per_uA,log_prediction_std_n2n,baseline_ngamma_per_h_per_uA,raw_model_output_ngamma_per_h_per_uA,log_prediction_std_ngamma
explicit_out_of_range,outside_radial_offset_mm_high,False,outside:radial_offset_mm,1.3519558488131933,False,33.0,1.7736687945543634,6.02107543263615,9.0,0.6225140654575319,2.6920762946107243e-10,4.381220656136442e-11,0.029500086117325193,2.1205368480808695e-12,5.65044961786522e-13,0.0183341505768769
explicit_out_of_range,outside_radial_offset_mm_high,False,outside:radial_offset_mm,2.108936382427974,False,33.0,2.1451771197268377,1.9146923885081528,9.0,4.8651871785339935,1.840374054392381e-10,4.2750576224752124e-11,0.046913583545237655,1.449654678956766e-12,4.994321214178586e-13,0.02916257931048334
explicit_out_of_range,outside_radial_offset_mm_high,False,outside:radial_offset_mm,0.7366345415628416,False,40.0,1.900508972009214,7.650337664765946,9.0,1.392252797721964,3.310067600202486e-10,6.348920278836064e-11,0.020414167426157846,2.4517490522654916e-12,7.435880581615947e-13,0.012655812113152634
explicit_out_of_range,outside_radial_offset_mm_high,False,outside:radial_offset_mm,0.9371996499489424,False,40.0,1.5165521053622653,3.1153242156159244,9.0,2.2673225176962823,5.19830837300597e-10,6.444909294300469e-11,0.03154757753629771,3.850358713556639e-12,8.602545425602946e-13,0.02035865137077166
explicit_out_of_range,outside_radial_offset_mm_high,False,outside:radial_offset_mm,1.8521984719977018,False,40.0,1.6842542004144432,11.902088580993937,9.0,4.780482234360672,4.2146492076078945e-10,7.104158962181011e-11,0.046629019091345786,3.121767724547996e-12,8.038142437589635e-13,0.0294511010650672
explicit_out_of_range,outside_target_radius_mm_low,False,outside:target_radius_mm,0.9556437736122246,False,33.0,2.5763442893611845,3.2344257426033574,4.759101578559824,0.2,1.275923438445082e-10,7.221637864976358e-11,0.014756730257534191,1.0050393712723794e-12,6.720817974364378e-13,0.00927195013789986
explicit_out_of_range,outside_target_radius_mm_low,False,outside:target_radius_mm,1.0867659461062222,False,40.0,2.3318027884109522,6.568325114744231,5.971576068664725,0.2,2.198837206505773e-10,9.02247648314652e-11,0.012136432362803852,1.628666748922846e-12,8.711129966328517e-13,0.007661277609210249
explicit_out_of_range,outside_target_radius_mm_low,False,outside:target_radius_mm,1.5945679287553274,False,33.0,2.8220887232305225,14.125569962160876,4.34069665088047,0.2,1.063386365479849e-10,4.4075538564498404e-11,0.022052604409403005,8.37624838590571e-13,4.360508523326137e-13,0.014482756876390638
explicit_out_of_range,outside_target_radius_mm_low,False,outside:target_radius_mm,1.4674533696674397,False,33.0,2.2103148378324384,7.736322956143628,3.3139106855761,0.2,1.73350115781676e-10,8.862568911269687e-11,0.013363828447438933,1.3654713607857964e-12,8.358873725805112e-13,0.008342320762376752
explicit_out_of_range,outside_target_radius_mm_low,False,outside:target_radius_mm,1.3012416741258401,False,33.0,1.8636022614384622,6.47151474823537,6.856651608587273,0.2,2.438517949588624e-10,6.502590493251463e-11,0.01325424491350827,1.9208100369075947e-12,7.327879740185589e-13,0.008379191373325129
explicit_out_of_range,outside_target_radius_mm_low,False,outside:target_radius_mm,1.15433312205985,False,33.0,1.7278546389913587,8.278307573597923,1.8160073668502665,0.2,2.8367300391752106e-10,1.2836576715017302e-10,0.014844637795067717,2.2344799767269414e-12,1.2459451840365645e-12,0.009485643566055997
explicit_out_of_range,outside_target_radius_mm_low,False,outside:target_radius_mm,0.7751025799857789,False,33.0,2.132901638847681,1.4221903946602295,3.366400742616089,0.2,1.8616188098212946e-10,1.2026415523751282e-10,0.014616672912263911,1.4663890808775674e-12,1.0783666850137755e-12,0.009092788462713346
explicit_out_of_range,outside_target_radius_mm_low,False,outside:target_radius_mm,1.0599284967472495,False,33.0,2.613691689671139,6.744090435081053,3.3532830588710185,0.2,1.239720264529204e-10,7.573214603096711e-11,0.013522109788025361,9.765222878376396e-13,6.832610110325662e-13,0.008365544494041475
explicit_out_of_range,outside_target_radius_mm_low,False,outside:target_radius_mm,1.300525429765133,False,40.0,1.8026050289508262,2.88189872347124,0.022977127074767623,0.2,3.6793877235706374e-10,3.229602599549473e-10,0.02563077702114468,2.725302457155183e-12,2.5087513709749264e-12,0.015883906915266928
explicit_out_of_range,outside_target_radius_mm_low,False,outside:target_radius_mm,0.7528084861278037,False,33.0,2.300525004918437,7.429797363694373,5.988681861188704,0.2,1.6002155935564688e-10,6.268830180215724e-11,0.01144120251171507,1.2604828985728161e-12,6.363080189881437e-13,0.007176422049908518
explicit_out_of_range,outside_target_radius_mm_low,False,outside:target_radius_mm,0.8660137750373249,False,40.0,1.8925919478173978,7.391424250201883,3.337550359351594,0.2,3.3378186397937177e-10,1.5449307645513793e-10,0.01066200979614712,2.4723040962207938e-12,1.4299312546744375e-12,0.006693848817412597
explicit_out_of_range,outside_target_radius_mm_low,False,outside:target_radius_mm,1.1540325459154184,False,40.0,2.4172923018443786,4.124734570540225,7.87387560128689,0.2,2.0460600404420608e-10,6.32491366650426e-11,0.02020899882637141,1.5155055337012596e-12,6.771472310292448e-13,0.012554818896188376
explicit_out_of_range,outside_target_radius_mm_high,False,outside:target_radius_mm,1.1303881832557645,False,40.0,1.808663347246135,5.6818241991664085,0.5189058048738486,5.6,3.654779972136889e-10,1.7050837686935212e-10,0.019062564149919074,2.707075629626831e-12,1.5770862290529295e-12,0.01192342589505716
explicit_out_of_range,outside_target_radius_mm_high,False,outside:target_radius_mm,1.3783412784579432,False,40.0,1.9564664260375149,11.125244521103092,2.9497005476626565,5.6,3.123430972187802e-10,1.0605510542384678e-10,0.01750271077502986,2.3135083178995113e-12,1.050252566935122e-12,0.010793166977948458
